time,SPE号,适配层/百分比例,VPI/VCI,比例
20121210,ATM2,AAL5,0000:004E,"数量:760字节"
20121210,ATM2,AAL5,0000:004E,"数量:7633字节"
20121210,ATM2,AAL5,0000:004E,"数量:7644字节"
20121210,ATM2,AAL5,0000:004E,"数量:7660字节"
20121210,ATM2,AAL5,0000:004E,"数量:7836字节"
20121210,ATM2,AAL5,0000:004E,"数量:784字节"
20121210,ATM2,AAL5,0000:004E,"数量:7940字节"
20121210,ATM2,AAL5,0000:004E,"数量:813字节"
20121210,ATM2,AAL5,0000:004E,"数量:8365字节"
20121210,ATM2,AAL5,0000:004E,"数量:848字节"
20121210,ATM2,AAL5,0000:004E,"数量:85085字节"
20121210,ATM2,AAL5,0000:004E,"数量:860字节"
20121210,ATM2,AAL5,0000:004E,"数量:9364字节"
20121210,ATM2,AAL5,0000:004E,"数量:947542字节"
20121210,ATM2,AAL5,0000:004E,"数量:969674字节"
20121210,ATM2,AAL5,0000:004E,"数量:970284字节"
20121210,ATM2,AAL5,0000:004E,"数量:982字节"
20121210,ATM2,AAL5,0000:004E,"数量:984字节"
20121210,ATM2,AAL5,0000:004F,"数量:1050字节"
20121210,ATM2,AAL5,0000:004F,"数量:11084字节"
20121210,ATM2,AAL5,0000:004F,"数量:1148425字节"
20121210,ATM2,AAL5,0000:004F,"数量:11793字节"
20121210,ATM2,AAL5,0000:004F,"数量:129040128字节"
20121210,ATM2,AAL5,0000:004F,"数量:13006字节"
20121210,ATM2,AAL5,0000:004F,"数量:16235字节"
20121210,ATM2,AAL5,0000:004F,"数量:1664字节"
20121210,ATM2,AAL5,0000:004F,"数量:1744字节"
20121210,ATM2,AAL5,0000:004F,"数量:1748字节"
20121210,ATM2,AAL5,0000:004F,"数量:1820字节"
20121210,ATM2,AAL5,0000:004F,"数量:1988字节"
20121210,ATM2,AAL5,0000:004F,"数量:2107字节"
20121210,ATM2,AAL5,0000:004F,"数量:2196字节"
20121210,ATM2,AAL5,0000:004F,"数量:2338字节"
20121210,ATM2,AAL5,0000:004F,"数量:23734字节"
20121210,ATM2,AAL5,0000:004F,"数量:2672字节"
20121210,ATM2,AAL5,0000:004F,"数量:2724字节"
20121210,ATM2,AAL5,0000:004F,"数量:284字节"
20121210,ATM2,AAL5,0000:004F,"数量:286字节"
20121210,ATM2,AAL5,0000:004F,"数量:28797字节"
20121210,ATM2,AAL5,0000:004F,"数量:288字节"
20121210,ATM2,AAL5,0000:004F,"数量:29179字节"
20121210,ATM2,AAL5,0000:004F,"数量:2946字节"
20121210,ATM2,AAL5,0000:004F,"数量:30428字节"
20121210,ATM2,AAL5,0000:004F,"数量:304字节"
20121210,ATM2,AAL5,0000:004F,"数量:311字节"
20121210,ATM2,AAL5,0000:004F,"数量:312字节"
20121210,ATM2,AAL5,0000:004F,"数量:31547字节"
20121210,ATM2,AAL5,0000:004F,"数量:320字节"
20121210,ATM2,AAL5,0000:004F,"数量:3212字节"
20121210,ATM2,AAL5,0000:004F,"数量:326字节"
20121210,ATM2,AAL5,0000:004F,"数量:33190字节"
20121210,ATM2,AAL5,0000:004F,"数量:34358943字节"
20121210,ATM2,AAL5,0000:004F,"数量:34428字节"
20121210,ATM2,AAL5,0000:004F,"数量:353字节"
20121210,ATM2,AAL5,0000:004F,"数量:3593字节"
20121210,ATM2,AAL5,0000:004F,"数量:361字节"
20121210,ATM2,AAL5,0000:004F,"数量:3632字节"
20121210,ATM2,AAL5,0000:004F,"数量:3760字节"
20121210,ATM2,AAL5,0000:004F,"数量:3867字节"
20121210,ATM2,AAL5,0000:004F,"数量:43443字节"
20121210,ATM2,AAL5,0000:004F,"数量:444字节"
20121210,ATM2,AAL5,0000:004F,"数量:460字节"
20121210,ATM2,AAL5,0000:004F,"数量:467字节"
20121210,ATM2,AAL5,0000:004F,"数量:5140字节"
20121210,ATM2,AAL5,0000:004F,"数量:5286760字节"
20121210,ATM2,AAL5,0000:004F,"数量:5881字节"
20121210,ATM2,AAL5,0000:004F,"数量:6488字节"
20121210,ATM2,AAL5,0000:004F,"数量:6898字节"
20121210,ATM2,AAL5,0000:004F,"数量:7099字节"
20121210,ATM2,AAL5,0000:004F,"数量:7199644字节"
20121210,ATM2,AAL5,0000:004F,"数量:740字节"
20121210,ATM2,AAL5,0000:004F,"数量:789字节"
20121210,ATM2,AAL5,0000:004F,"数量:880字节"
20121210,ATM2,AAL5,0000:004F,"数量:882字节"
20121210,ATM2,AAL5,0000:004F,"数量:912字节"
20121210,ATM2,AAL5,0000:004F,"数量:9978字节"
