fileName,attr0,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr50,attr51,attr52,attr53,attr54,attr55,attr56,attr57,attr58,attr59,attr60,attr61,attr62,attr63,attr64,attr65,attr66,attr67,attr68,attr69,attr70,attr71,attr72,attr73,attr74,attr75,attr76,attr77,attr78,attr79,attr80,attr81,attr82,attr83,attr84,attr85,attr86,attr87,attr88,attr89,attr90,attr91,attr92
20120121-R06-81XX.csv,321,1,4,1,1,14,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,1,5,1,5,5,1,5,1,5,1,5,1,5,5,1,1,1,1,10,1,10,1,10,1,5,1,5,1,5,20,4,1,5,1,5,1,5,1,5,1,5,1,1,5,1,1,5,1,1,5,1,1,83,1,5,1,5,1,5,1,5,1,5,5,5,5
20120121-R07-75XX.csv,1,214,1,7,8,1,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,7,1,7,1,1,5,1,7,1,4,1,4,1,1,8,8,8,8,1,8,1,8,1,7,1,8,1,8,1,1,1,7,1,8,1,8,1,8,1,8,1,4,8,1,4,8,1,4,8,1,8,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1
20120121-R07-77XX.csv,4,1,236,1,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,1,4,1,4,4,1,4,1,4,1,4,1,4,6,1,1,1,1,4,1,4,1,4,1,4,1,4,1,4,4,21,1,4,1,4,1,4,1,4,1,4,1,1,4,1,1,4,1,1,6,1,1,4,1,6,1,6,1,6,1,6,1,6,6,6,6
20120121-R08-76XX.csv,1,7,1,356,8,1,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,7,1,7,1,1,6,1,7,1,5,1,3,1,1,8,8,8,8,1,8,1,8,1,7,1,8,1,8,1,1,1,10,1,8,1,8,1,8,1,8,1,7,8,1,7,8,1,7,8,1,8,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1
20120122-R05-72XX.csv,1,8,1,8,373,1,356,331,331,331,331,331,331,1,1,1,1,1,1,1,1,1,1,1,16,1,1,16,1,1,38,1,38,1,1,7,1,12,1,6,1,18,1,1,325,325,325,325,1,323,1,321,1,150,1,227,1,227,1,1,1,8,1,226,1,226,1,226,1,226,1,5,226,1,5,226,1,5,226,1,226,65,1,62,1,62,1,62,1,62,1,62,1,1,1,1
20120122-R05-73XX.csv,14,1,4,1,1,565,1,1,1,1,1,1,1,27,31,17,17,19,17,19,21,15,17,13,1,13,9,1,13,13,1,15,1,13,13,1,9,1,9,1,9,1,5,5,1,1,1,1,167,1,167,1,163,1,67,1,67,1,67,4,4,1,40,1,67,1,67,1,67,1,67,1,1,67,1,1,67,1,1,67,1,1,58,1,5,1,5,1,5,1,5,1,5,5,5,5
20120123-R05-72XX.csv,1,8,1,8,356,1,368,337,337,337,337,337,337,1,1,1,1,1,1,1,1,1,1,1,16,1,1,16,1,1,38,1,38,1,1,7,1,12,1,6,1,18,1,1,327,327,325,325,1,323,1,321,1,150,1,227,1,227,1,1,1,8,1,226,1,226,1,226,1,226,1,5,226,1,5,226,1,5,226,1,226,65,1,62,1,62,1,62,1,62,1,62,1,1,1,1
20120124-R05-72XX.csv,1,8,1,8,331,1,337,370,370,345,345,345,345,1,1,1,1,1,1,1,1,1,1,1,16,1,1,16,1,1,38,1,38,1,1,7,1,12,1,6,1,18,1,1,335,335,333,327,1,325,1,321,1,150,1,227,1,227,1,1,1,8,1,226,1,226,1,226,1,226,1,5,226,1,5,226,1,5,226,1,226,65,1,62,1,62,1,62,1,62,1,62,1,1,1,1
20120125-R05-72XX.csv,1,8,1,8,331,1,337,370,370,345,345,345,345,1,1,1,1,1,1,1,1,1,1,1,16,1,1,16,1,1,38,1,38,1,1,7,1,12,1,6,1,18,1,1,335,335,333,327,1,325,1,321,1,150,1,227,1,227,1,1,1,8,1,226,1,226,1,226,1,226,1,5,226,1,5,226,1,5,226,1,226,65,1,62,1,62,1,62,1,62,1,62,1,1,1,1
20120126-R05-72XX.csv,1,8,1,8,331,1,337,345,345,371,371,371,371,1,1,1,1,1,1,1,1,1,1,1,16,1,1,16,1,1,38,1,38,1,1,7,1,12,1,6,1,18,1,1,361,361,359,353,1,351,1,346,1,175,1,252,1,253,1,1,1,8,1,252,1,252,1,252,1,252,1,5,251,1,5,251,1,5,251,1,251,66,1,63,1,62,1,62,1,62,1,62,1,1,1,1
